sensor_id,project_id,logger_id,Negative_Days,Days_Above_9900,Days_Above_9500,Setup_days,Flat_days,Cnt_Days_10X,Cnt_Days_20X,Cnt_Days_30X,Cnt_Days_40X,Class
25952,3030,25949,0,0,0,1,0,89,0,17,1,A
25954,3030,25949,0,0,0,1,0,89,0,17,1,A
25957,3031,25955,0,0,0,2,0,87,0,17,3,A
25958,3031,25955,0,0,0,0,0,90,0,17,0,A
25960,3031,25955,0,0,0,1,0,89,0,17,1,A
25963,3023,25961,12,0,0,6,5,71,0,22,14,A
25964,3023,25961,23,0,0,9,5,59,1,22,25,A
25966,3023,25961,6,0,0,9,3,73,0,22,12,A
25969,3024,25967,16,0,0,6,1,65,1,24,17,A
25970,3024,25967,8,0,0,3,7,73,0,24,10,A
25972,3024,25967,4,0,0,2,3,73,1,24,9,A
25975,3025,25973,8,0,0,1,0,81,0,18,8,A
25976,3025,25973,14,0,0,5,13,67,0,18,22,A
25978,3025,25973,0,0,0,3,7,79,0,18,10,A
25981,3026,25979,11,0,0,4,0,57,0,36,14,A
25982,3026,25979,8,0,0,3,6,70,2,24,11,A
25984,3026,25979,12,0,0,4,1,68,1,24,14,A
25987,3027,25985,19,0,0,7,13,68,0,18,21,A
25988,3027,25985,32,0,0,4,29,55,0,18,34,A
25990,3027,25985,19,0,0,5,9,69,0,18,20,A
25993,3014,25991,15,0,0,6,5,60,0,28,19,A
25994,3014,25991,7,0,0,7,4,68,0,28,11,A
25996,3014,25991,0,0,0,4,18,35,0,28,44,B
25999,3015,25997,2,0,0,4,1,59,0,43,5,A
26000,3015,25997,2,0,0,3,1,60,0,43,4,A
26002,3015,25997,2,0,0,3,1,59,0,43,5,A
26005,3016,26003,4,0,0,4,0,72,0,25,10,A
26006,3016,26003,4,0,0,3,1,75,0,25,7,A
26008,3016,26003,4,0,0,2,3,75,0,25,7,A
26011,3008,26009,0,0,0,2,0,92,1,12,2,A
26012,3008,26009,7,0,0,9,0,82,0,11,14,A
26014,3008,26009,0,0,0,3,0,76,1,11,19,A
26017,3009,26015,0,0,0,6,0,85,0,11,11,A
26018,3009,26015,0,1,1,3,0,88,0,12,7,A
26020,3009,26015,4,0,0,6,3,86,0,11,10,A
26023,3010,26021,0,0,0,7,0,88,0,11,8,A
26024,3010,26021,0,0,0,1,0,94,0,11,2,A
26026,3010,26021,0,0,0,3,0,92,0,11,4,A
26029,3011,26027,0,0,0,8,0,87,0,11,9,A
26030,3011,26027,6,0,0,7,0,85,0,10,12,A
26032,3011,26027,0,0,0,2,0,93,0,10,4,A
26035,2999,26033,5,0,0,4,0,86,2,10,9,A
26036,2999,26033,5,0,0,5,0,87,1,10,9,A
26038,2999,26033,5,0,0,4,0,88,0,10,9,A
26041,2829,26039,0,0,0,2,0,85,0,18,4,A
26042,2829,26039,0,0,0,2,0,85,0,18,4,A
26044,2829,26039,0,0,0,2,0,86,0,18,3,A
26047,2953,26045,5,0,0,2,0,89,1,11,6,A
26048,2953,26045,5,0,0,4,0,88,0,11,8,A
26050,2953,26045,5,0,0,3,0,88,0,11,8,A
26053,2828,26051,0,0,0,2,0,84,0,20,3,A
26054,2828,26051,0,0,0,3,0,85,0,19,3,A
26056,2828,26051,8,0,0,11,0,78,0,18,11,A
26059,3028,26057,0,0,0,2,0,88,0,17,2,A
26060,3028,26057,0,0,0,2,0,88,0,17,2,A
26062,3028,26057,0,0,0,3,0,86,0,17,4,A
26065,2833,26063,0,0,0,2,0,87,0,18,2,A
26066,2833,26063,0,0,0,1,0,88,0,18,1,A
26068,2833,26063,0,0,0,1,0,87,1,18,1,A
26071,3084,26069,0,0,0,2,0,86,0,19,2,A
26072,3084,26069,0,0,0,4,0,84,0,19,4,A
26074,3084,26069,0,0,0,4,0,83,0,19,5,A
26077,3085,26075,39,0,0,2,38,33,0,34,40,B
26078,3085,26075,39,1,1,3,37,33,0,34,40,B
26080,3085,26075,39,0,0,5,35,34,0,34,39,B
26086,2835,26084,0,0,0,0,0,89,0,18,0,A
26087,2835,26084,0,0,0,1,0,87,1,18,1,A
26089,2835,26084,0,0,0,0,0,88,1,18,0,A
26092,2834,26090,0,0,0,2,0,87,0,18,2,A
26093,2834,26090,0,0,0,2,0,86,0,18,3,A
26095,2834,26090,0,0,0,2,0,86,0,18,3,A
26098,3002,26096,0,0,0,3,0,76,1,25,5,A
26099,3002,26096,0,0,0,2,0,80,0,24,3,A
26101,3002,26096,0,0,0,2,0,79,0,24,4,A
26104,3001,26102,1,0,0,5,0,53,0,47,7,A
26105,3001,26102,1,0,0,3,0,55,0,47,5,A
26107,3001,26102,0,0,0,5,0,53,0,47,7,A
26108,3260,26108,4,4,4,3,2,40,0,59,8,B
26109,3260,26108,25,5,5,4,24,19,0,59,29,C
26110,3260,26108,2,4,4,3,0,40,0,61,6,B
26111,3260,26111,4,5,5,5,3,36,0,59,12,B
26112,3260,26111,31,0,0,4,31,12,0,59,36,C
26113,3260,26111,4,3,4,3,0,40,0,59,8,B
26114,3064,26114,1,0,0,1,0,92,0,14,1,A
26115,3064,26114,1,0,0,2,0,91,0,14,2,A
26116,3064,26114,1,0,0,1,0,92,0,14,1,A
26123,2818,26120,1,0,0,1,0,63,0,43,1,A
26125,2818,26120,0,0,0,2,0,62,0,43,2,A
26129,2817,26126,0,0,0,1,0,73,0,33,1,A
26131,2817,26126,0,0,0,1,0,73,0,33,1,A
26159,2816,26156,0,1,1,5,0,57,0,43,7,A
26161,2816,26156,0,0,0,5,0,57,0,43,7,A
26170,2830,26168,0,0,0,1,0,88,0,18,1,A
26171,2830,26168,0,0,0,2,0,82,0,18,7,A
26173,2830,26168,0,0,0,2,0,86,0,18,3,A
26176,2831,26174,0,0,0,1,0,84,0,18,5,A
26177,2831,26174,0,0,0,1,0,83,0,18,6,A
26179,2831,26174,0,0,0,2,0,86,0,18,3,A
26182,3003,26180,1,0,0,2,0,81,0,24,2,A
26183,3003,26180,1,0,0,1,0,81,1,24,1,A
26185,3003,26180,0,0,0,3,0,80,0,24,3,A
26188,3004,26186,0,0,0,2,0,80,0,24,3,A
26189,3004,26186,0,0,0,1,0,82,0,24,1,A
26191,3004,26186,0,0,0,2,0,80,1,24,2,A
26194,3006,26192,0,0,0,1,0,80,0,24,3,A
26195,3006,26192,0,0,0,1,0,81,0,24,2,A
26197,3006,26192,0,0,0,1,0,80,0,24,3,A
26543,2984,26541,1,0,0,3,0,52,1,45,9,A
26544,2984,26541,1,0,0,3,0,52,1,45,9,A
26546,2984,26541,1,8,13,4,0,47,0,45,15,B
26652,3007,26650,0,0,0,0,0,74,0,33,0,A
26653,3007,26650,0,0,0,1,0,73,0,33,1,A
26655,3007,26650,2,0,0,0,0,72,0,33,2,A
26658,3005,26656,34,0,0,7,8,37,0,34,36,B
26659,3005,26656,34,0,0,2,29,39,0,34,34,B
26661,3005,26656,29,0,0,4,0,41,0,34,32,B
27277,3280,27275,2,0,0,2,1,16,0,86,5,C
27278,3280,27275,1,0,0,2,0,16,0,87,4,C
27280,3280,27275,2,0,0,2,1,15,0,86,6,C
27283,3281,27281,2,0,0,1,0,22,0,83,2,B
27284,3281,27281,1,0,0,2,0,32,0,73,2,B
27286,3281,27281,2,0,0,1,1,32,0,73,2,B
27289,3282,27287,0,0,0,2,0,26,0,79,2,B
27290,3282,27287,2,0,0,3,0,14,0,90,3,C
27291,3282,27287,2,0,17,2,0,31,0,73,3,B
27294,3283,27292,1,0,0,2,0,33,0,72,2,B
27295,3283,27292,0,0,0,2,0,32,0,72,3,B
27296,3283,27292,1,0,0,1,0,33,0,72,2,B
27299,3284,27297,0,0,0,1,0,8,0,95,4,C
27300,3284,27297,0,0,0,2,1,6,0,98,3,C
27301,3284,27297,0,0,0,2,1,6,0,97,4,C
27304,3285,27302,1,0,0,2,0,33,0,72,2,B
27305,3285,27302,1,0,0,1,0,33,0,72,2,B
27306,3285,27302,0,0,0,2,0,33,0,72,2,B
27511,3085,27509,14,0,0,9,6,31,0,57,19,B
27512,3085,27509,36,0,0,10,11,9,0,57,41,C
27514,3085,27509,1,0,0,5,0,44,1,57,5,B
27517,2824,27515,5,0,0,5,0,40,0,58,9,B
27518,2824,27515,5,0,0,5,0,40,0,58,9,B
27520,2824,27515,5,0,0,5,0,40,0,58,9,B
27523,2826,27521,17,0,0,5,11,31,0,57,19,B
27524,2826,27521,1,0,0,5,0,40,0,62,5,B
27526,2826,27521,0,0,0,5,0,39,0,63,5,B
27529,2843,27527,0,0,0,5,0,42,0,60,5,B
27530,2843,27527,10,0,0,6,6,30,0,63,14,B
27532,2843,27527,1,0,0,4,0,42,0,61,4,B
27584,3042,27582,10,0,0,4,1,31,0,65,11,B
27585,3042,27582,16,0,0,4,0,25,0,65,17,B
27587,3042,27582,3,0,0,4,4,31,0,65,11,B
27590,2991,27588,9,0,0,3,0,32,0,65,10,B
27591,2991,27588,9,0,0,3,7,32,0,65,10,B
27593,2991,27588,9,0,0,3,0,29,0,68,10,B
