sensor_id,C1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC_dist_2,PC_dist_3,PC_dist_5,PC_dist_7,PC_dist_10,CM_Sum,CM_Sum_Square,CM_Sum_sd,CM_Sum_Square_sd,T2_Hourly,T2_Hourly_Flag,T2_MDS,T2_MDS_Flag,T2_Growth,T2_Growth_Flag,grade_auto,grade
19794,1,247.9216837,350.9714891,-3.415271327,-135.0293287,42.64569165,-105.2122119,126.246505,154.5850027,124.3108211,35.64932642,1.506911717,1.55756862,1.571716882,1.632540193,1.753543448,231.9380681,189.6295361,-0.653820736,-0.803122882,316.274452,1,7.2470253,0,11.36735201,0,tbd,tbd
19795,1,761.7556581,55.18882524,19.5418919,-25.44442893,39.41260054,23.20203324,-196.917096,-75.45275392,-38.30671909,26.15397807,2.678367604,2.769223197,2.658993303,2.681633377,2.673528565,193.8904398,186.4841569,-1.169394336,-0.86271909,321.4656095,1,8.451753522,0,21.17734507,0,Outlier,Outlier
19796,1,139.2325792,135.0071153,-111.7779391,230.4648619,10.86772222,57.32240199,-45.50502537,-27.11622974,3.709971151,26.6094457,0.680118438,0.811357561,1.116703243,1.118126347,1.115219461,217.103118,129.0738289,-0.854845319,-1.950485471,299.5893738,1,7.631081692,0,9.071686263,0,Good,Good
19861,3,-240.0720975,807.4951249,-4.47468154,-292.7966487,-247.7417538,153.5167595,119.9181156,42.22334058,-71.89777581,-45.84407057,2.954267944,3.053526343,3.215491871,3.20802119,3.194488077,241.9616975,185.0974902,-0.517993119,-0.888992576,341.8657548,1,55.89345235,1,27.17283771,0,Good,Good
19862,3,-38.80785571,856.0713482,89.96772644,-226.9032154,-249.7098763,2.138227196,237.1882724,224.8120802,-8.446350987,-43.85141969,3.005200372,3.12319721,3.214534034,3.239782096,3.30101794,225.2232243,170.8390909,-0.744811852,-1.159149669,461.3028062,1,32.20016818,1,46.95398463,1,Good,Good
19866,1,16.83968988,73.19333719,-183.3518157,5.636299474,11.32985533,-9.238720681,36.07461973,-32.23354147,-44.49995647,24.57952217,0.263384107,0.718176945,0.689695637,0.685085254,0.708265105,141.7748559,100.1676687,-1.875599174,-2.498176983,181.1909664,0,1.233798815,0,23.61012124,0,Good,Good
19867,1,290.2468759,108.1050773,-99.8226143,-23.64591722,63.79737523,-24.63767559,208.0452108,33.48269226,119.7032654,8.156052503,1.08616251,1.179505775,1.154870365,1.332684976,1.385152861,198.8724054,118.411199,-1.101885004,-2.152512716,208.7473045,0,7.030295053,0,7.352683129,0,Good,tbd
19868,1,113.7840636,81.9988186,1.373161514,10.80992896,-48.18089229,-54.38281898,61.00186494,46.8050337,55.11022291,42.5500772,0.491843235,0.508385527,0.516543921,0.575442127,0.636023084,275.9541904,220.6421899,-0.057369613,-0.215519165,200.0392386,0,2.802265721,0,5.073569901,0,Good,Good
19870,3,-64.7144858,63.49479804,-67.54945283,-102.8708385,-18.94885107,68.71318467,-6.140586356,-30.48526104,11.96261139,-7.705067177,0.317937542,0.409799055,0.535055644,0.57237262,0.578253604,265.5660439,197.306381,-0.198136707,-0.657667978,225.1953785,0,3.68305973,0,6.299081409,0,Good,Good
20330,2,-760.0913469,-215.4849144,-98.24183448,-12.70519973,54.12546179,-71.96699548,-69.99163568,87.51968099,-159.2633765,6.53034795,2.770575796,2.885676935,2.772338114,2.727938674,2.770998648,145.471999,104.6146484,-1.825500142,-2.413919061,282.9549768,1,14.39212958,0,2.959945585,0,Good,Good
20332,1,21.53531629,-62.0237057,-85.74735294,40.653618,-8.187321184,139.1715686,-87.62376009,48.61583197,58.92814173,11.89961872,0.230245995,0.391448302,0.401867858,0.681922649,0.723862292,236.9690035,155.2475516,-0.585647828,-1.454566067,294.3607116,1,2.199769429,0,6.684377828,0,Good,Good
20339,1,71.39526353,158.3384767,-141.7238054,4.829974714,13.45973377,-80.2786977,-35.29847735,64.1895504,-41.14759473,20.1944431,0.609106891,0.812547275,0.780319665,0.817817525,0.852522074,128.480584,74.2711099,-2.055746424,-2.988844901,209.4125192,0,2.370538192,0,7.417483414,0,Good,Good
20340,3,-394.6190842,241.657663,-80.94639306,-80.30235542,259.4355736,-8.944287505,-77.77628178,-60.4505947,-31.79351008,27.12456508,1.62274017,1.702706843,1.8849362,1.859301963,1.858639257,169.4040657,102.0296033,-1.501202877,-2.462898491,223.6097768,0,6.510776757,0,2.239986441,0,Good,Good
20341,3,-162.2523833,165.4266527,-112.741333,-43.77627858,194.5908859,-35.83078938,-91.88275255,0.214967411,-37.03954991,73.27128971,0.812590462,0.934018128,1.131972282,1.15463974,1.176789413,107.7078425,75.33386774,-2.337232488,-2.96870859,195.1342842,0,7.342480565,0,3.190586995,0,Good,Good
23499,4,518.5888601,-61.56351913,541.995092,56.47430222,-106.6891084,-75.13740725,-200.8422112,-108.7123532,179.8556778,-49.23359695,1.831385367,2.728078394,2.647976251,2.685541077,2.757864275,227.6482725,211.8321568,-0.71195065,-0.382444841,294.4996364,1,8.347887017,0,26.39551659,0,Good,Good
23501,1,-127.0180117,-65.68426679,88.16048982,231.5293671,227.8236418,-13.32488192,40.49071082,-20.8912839,78.0089074,8.504009844,0.501467837,0.608897135,1.270338392,1.248617368,1.266841224,250.4846388,174.7128238,-0.402500939,-1.085753182,374.3235499,1,14.39433875,0,2.239144304,0,Good,Good
23505,2,-856.683966,46.83611196,152.6889329,-36.22313164,-42.74750503,-193.8190569,81.15633876,-2.200378708,-36.98853575,-144.8476098,3.008752055,3.158660271,3.03347807,3.046088886,3.0595369,240.236809,162.8906263,-0.541366638,-1.309751015,258.3629982,0,12.71292556,0,4.895416012,0,Good,Good
23507,3,-377.3388831,-57.421722,128.1277149,-93.12325216,20.22066689,-66.88084164,-17.18527089,-73.30674777,-37.10986734,-67.3129843,1.338506435,1.459328206,1.437246327,1.422579947,1.453952285,275.0938419,226.0652532,-0.069027973,-0.112767165,234.9137859,0,2.72865129,0,3.837710781,0,Good,Good
24129,1,688.4765423,-110.9295182,-23.2652074,-7.015079156,-59.29403444,133.0196883,65.14241373,-313.1607516,-54.39785523,-11.04200909,2.445525463,2.529061599,2.432684536,2.427548195,2.631903171,199.0104113,190.3611693,-1.100014921,-0.789260465,365.2373628,1,5.341302343,0,16.43871331,0,Outlier,Outlier
24526,3,-42.86575498,25.84487985,-42.07533167,-48.60332989,-28.73671369,34.58439973,44.5645434,-57.16957156,5.208522816,41.4395934,0.175533045,0.23701194,0.300114373,0.349926223,0.420474658,280.1878783,218.8086992,0,-0.250258724,210.2762668,0,1.776662091,0,1.347501197,0,Good,Good
24529,1,359.2239757,-239.1765816,-15.87463687,15.84192159,-142.1986914,45.79914324,61.6229961,155.257073,-59.40551227,-33.14770837,1.513431188,1.565315757,1.580374147,1.564723511,1.651617548,237.5808753,207.1797973,-0.57735651,-0.470594142,223.8874934,0,7.633913978,0,2.896785551,0,Good,Good
24570,2,-480.9445479,-181.7419412,230.7814303,61.27281417,-58.31721381,12.47081675,203.6390409,-57.35234074,-40.00985316,107.9574595,1.803006585,2.042688437,1.979621231,2.052811934,2.07930398,250.7166237,172.8754118,-0.399357371,-1.12056704,424.6118216,1,23.96378334,0,6.656808971,0,Good,Good
24571,3,-251.6479455,-70.65453443,178.2595786,-115.820223,118.1673317,22.90082291,131.7575636,-107.9820954,-11.62562293,45.45731184,0.916616448,1.146753399,1.240265506,1.29301512,1.340788774,273.9523303,226.3404485,-0.084496302,-0.107552978,237.8461613,0,7.432468677,0,3.486105236,0,Good,Good
24573,2,-444.0126045,-125.7161051,167.5432367,-18.62750246,60.71881425,-124.0889116,98.22437926,-41.6020232,14.64812105,43.92995752,1.618297164,1.779475905,1.719643059,1.762580337,1.758814411,261.3250991,187.3939072,-0.255604656,-0.845481846,243.4061067,0,16.78457238,0,18.03283726,0,Good,Good
24576,1,371.7151855,-55.86954659,-4.936939645,27.44736987,115.155921,-39.81427476,24.16462508,3.445685948,-12.47623934,2.321582951,1.318192715,1.362580046,1.369103217,1.345943571,1.334267666,237.5227841,217.4957003,-0.578143689,-0.275136409,137.5452098,0,3.393695304,0,1.634581571,0,Good,Good
24577,1,414.9882922,138.7108428,304.5904484,71.0983586,-58.67300229,-142.9544726,130.1825358,6.895437008,-15.03196535,3.417186127,1.534447921,1.93241017,1.879482044,1.948568233,1.93143887,237.9202598,217.3549507,-0.572757598,-0.277803224,208.3585767,0,16.54464514,0,11.30534957,0,Good,Good
24579,1,286.2314436,58.39859928,-152.2983712,15.18350602,54.22217203,-61.66188319,56.60106864,-61.76269906,-79.65889863,25.23439794,1.024450647,1.194113231,1.161021375,1.168499606,1.209231001,190.7776276,101.8638261,-1.211575251,-2.466039509,212.1913301,0,3.546610214,0,10.60056933,0,Good,Good
24582,1,554.5282778,72.78198788,-165.2751851,-21.23742353,130.3246013,-11.95699098,97.19854132,8.329453948,-87.03302916,-1.265998866,1.961328069,2.113859209,2.077179273,2.054949138,2.057096079,178.1789217,175.9417109,-1.382297066,-1.062469182,142.9022428,0,4.77659211,0,1.685675181,0,Outlier,Outlier
24583,1,387.3140483,-19.02297153,-156.191148,39.13341882,191.2777638,83.95824128,-126.3493861,82.73653847,-18.44581745,10.57223264,1.359891084,1.515292391,1.602807497,1.647214297,1.657079527,187.2978885,153.5082438,-1.258728299,-1.487521123,211.905133,0,3.348420916,0,8.555576361,0,Outlier,Outlier
24585,1,137.9127796,108.4381844,-191.0934189,-24.619376,58.34832213,-28.78625448,38.23198324,-28.15328478,-26.98650805,6.626730613,0.615238277,0.940277968,0.92761724,0.92005371,0.921211944,179.2147746,103.0637773,-1.36826049,-2.443303763,185.467464,0,2.35914942,0,3.08219157,0,Good,Good
24588,3,-228.1276908,-91.11357762,-46.88944297,-5.635962077,132.1875446,-40.41726531,30.49252357,120.4886733,9.420791133,18.0152396,0.861458718,0.906465187,0.982834286,0.974774713,1.049442133,172.3254726,113.3827437,-1.461615646,-2.247787988,129.9376845,0,4.741964462,0,1.041050673,0,Good,Good
24589,1,454.2808428,-4.584357582,-4.493403057,66.08841038,10.36413427,-116.6289351,-29.93504597,39.83764202,-23.26328582,-3.042605019,1.593177704,1.64676309,1.595257299,1.610082184,1.60278593,237.1102863,212.1338195,-0.58373334,-0.376729169,208.0619079,0,4.161481776,0,37.79705059,1,Good,Good
24591,1,159.644904,0.087228139,-145.2607955,92.47663646,-43.54620117,-28.99160433,14.82890431,17.19188093,25.6460185,61.68529366,0.559851453,0.782342024,0.829617094,0.817442435,0.842421881,20.50843335,78.99407343,-3.518849196,-2.89935785,231.5124853,0,2.65810988,0,4.108575044,0,Good,tbd
24594,1,249.6124911,-42.05139408,15.90604491,62.48074224,-111.2615623,94.99706908,200.3774653,117.1008435,45.33924031,2.170718042,0.887689387,0.919310919,0.986283519,1.221797244,1.28198365,247.7687311,189.4832589,-0.439303503,-0.805894429,232.3037628,0,3.757734479,0,4.28923262,0,Good,Good
24595,1,83.04879836,11.70943782,-33.87684446,65.20549707,18.16091846,17.19289518,-16.88957105,45.26253877,36.69368154,0.341324209,0.294120617,0.327860594,0.392454348,0.391771103,0.434744557,271.1013332,208.9327386,-0.12312943,-0.437380769,220.3035936,0,3.468571364,0,5.981731992,0,Good,Good
24597,1,372.0073976,-22.2998094,-95.51099811,58.70739692,-209.7693402,-49.39909142,174.9462533,223.2655574,8.36084385,106.0018579,1.306917422,1.39446497,1.535794588,1.621186351,1.808448824,98.45270576,38.20910784,-2.462646459,-3.672119756,235.302585,0,4.661024086,0,4.491937413,0,Outlier,Outlier
24601,1,238.5749819,-93.42195297,237.0006483,162.3280736,-59.61835399,-31.36044517,-52.23300358,71.52526696,-8.967215993,11.348721,0.898505564,1.265067547,1.353089389,1.33707047,1.347246231,247.0677397,223.4515533,-0.448802457,-0.162289524,165.8052777,0,2.781058385,0,6.549521897,0,Good,Good
24603,3,-182.3351558,242.0487609,199.7684509,97.64942831,-24.84688436,-87.41663536,-70.26213444,-2.467279419,-116.4629303,50.77619828,1.062719754,1.315600606,1.308541015,1.332938646,1.387963149,267.9809416,224.721159,-0.16541305,-0.138234019,410.6466557,1,10.65796555,0,18.41054206,0,Good,Good
24751,1,190.9401579,86.99880523,-178.6186547,62.49472086,-111.4332412,2.58529882,46.90478297,-22.388323,27.18923255,43.65752452,0.735829027,0.998790741,1.055113696,1.042345355,1.049795515,98.97805638,72.1220346,-2.455527569,-3.029563914,145.1244123,0,1.763095832,0,2.919663753,0,Good,Good
24809,1,74.31755547,-61.93273392,-271.8211695,-80.47325158,173.8253195,-3.672911671,135.3065014,-119.9801123,-37.98561168,51.03031369,0.339255502,1.04578825,1.203043918,1.26104319,1.330140352,-17.54070225,66.2232713,-4.034443221,-3.141329107,173.7241534,0,4.079157427,0,2.741813157,0,Outlier,Outlier
24837,1,347.1637738,142.0712199,61.83871802,232.2627751,86.19814325,113.9448228,232.3460311,89.62371058,125.7451543,89.56366177,1.315453221,1.377982706,1.576307929,1.77160449,1.854932437,217.5320404,166.4935845,-0.849033103,-1.241484956,285.6140729,1,13.59570755,0,19.59870709,0,Outlier,Outlier
24839,3,-524.3865754,60.29967135,184.6993374,23.56427305,-9.298076127,129.4899647,286.2396556,281.0651666,-45.03246873,-92.88441945,1.851065336,2.026977537,1.944626331,2.177069111,2.380105673,228.4897881,145.4006574,-0.700547489,-1.641137383,296.0650004,1,38.14569726,1,9.283936423,0,Good,Good
24843,1,-172.6702036,-79.86818502,52.66822424,-57.74720653,98.21394361,17.57962296,109.8422562,151.5556048,-23.33034846,4.80117228,0.667168499,0.715511585,0.791757723,0.860137237,0.99599405,265.1102863,195.5861768,-0.204312561,-0.690261073,187.3125956,0,7.472436272,0,5.65552302,0,Good,Good
24845,1,-49.75327426,-100.5169826,151.1360219,110.5863909,-78.19810845,12.92302964,123.4260246,155.2560087,-16.04122646,-2.661025889,0.393316026,0.682173227,0.805484254,0.891933455,1.027661978,273.2287455,220.3078454,-0.094301413,-0.221854063,298.425211,1,7.657928948,0,3.416484677,0,Good,Good
24849,1,409.6707862,-243.795894,140.9175022,172.9327752,-40.74745761,12.02561001,207.7851588,215.4387387,-34.8583235,0.921645385,1.671804475,1.801860241,1.833861237,1.92450596,2.042922099,226.6966426,186.6411602,-0.724845942,-0.859744313,196.2862473,0,10.86961791,0,15.02413657,0,Good,Good
24851,2,-639.971825,-469.6638287,285.2308086,287.8686001,189.7648424,-210.685771,167.6194963,204.9173883,77.27723563,-81.89841007,2.783806102,3.057399726,3.165518421,3.222530339,3.288067931,193.7323318,114.1822933,-1.171536816,-2.232638743,314.2669832,1,54.28352669,1,22.04827777,0,Good,Good
24855,1,-168.0727173,-292.8389183,183.0954489,106.6630002,28.2117249,-70.44713298,202.4039227,157.3192106,27.56994194,24.53272774,1.18406613,1.392191964,1.388218338,1.537899895,1.61757479,226.5405033,143.3603485,-0.726961744,-1.679795575,238.634402,0,19.58743189,0,8.639992078,0,Good,Good
24857,1,-281.5874789,-224.1572264,29.81753824,1.715996442,131.6605946,-27.49193775,106.218933,115.5280471,21.71449095,11.35094473,1.262165278,1.309022745,1.335335864,1.355741643,1.400634613,227.5034506,147.7672371,-0.713913094,-1.596297267,228.6150225,0,11.91932296,0,3.781553189,0,Good,Good
24922,1,60.53391268,-390.3701778,-40.71832945,-156.3593495,95.57042833,137.3188624,-92.12745652,-77.00317618,18.12327592,-10.69604181,1.385332638,1.439443532,1.519340684,1.585793751,1.59390703,239.0459001,208.4819158,-0.557504338,-0.44592261,282.6230743,1,14.16543268,0,12.26401408,0,Good,Good
24924,1,30.20261671,-248.9325088,59.14961343,-55.53702108,-55.5539973,-3.773211715,-33.01383629,-5.872534237,28.39508151,-7.871374368,0.879371816,0.933848246,0.935665862,0.920407329,0.917493898,262.167449,224.4610859,-0.24419019,-0.143161683,265.0206074,0,5.294336738,0,6.573749959,0,Good,Good
24928,1,441.1017174,-359.2088066,40.13867152,-34.71327673,-221.4106703,-980.3670262,-204.2599228,-116.9126833,-107.2735975,25.59029261,1.994908939,2.067031835,2.128511499,3.98156519,3.981655346,216.2500595,168.5713067,-0.866404894,-1.202117886,486.430583,1,48.09397961,1,28.26649232,1,Outlier,Good_water
24930,1,507.6071608,-247.3728533,236.79181,-3.353306756,-53.23421338,-823.3766013,-218.8326254,-307.5870195,-105.1403047,36.81726892,1.980234339,2.219410832,2.135115551,3.562810299,3.697161196,218.0536215,196.3762081,-0.841965291,-0.675292172,439.4234378,1,81.34673168,1,23.76881464,0,Good,Good
24934,1,114.063003,-109.530735,-111.9030094,159.8720803,-26.83882305,-32.00369378,-64.96820378,-29.09104269,-41.25072311,-140.9676195,0.554563811,0.702183325,0.877498819,0.891209152,1.016275038,256.993832,201.7658258,-0.31429654,-0.573173875,266.466622,0,4.356225859,0,4.924971024,0,Good,Good
24936,1,-164.3518818,-78.17680031,-74.66600425,28.43324873,7.208371859,34.5571004,-131.8175188,-17.84980136,-1.080778794,-72.76697882,0.638239268,0.713031202,0.690916816,0.817673272,0.848360358,275.4266782,228.1293201,-0.064517795,-0.073658826,257.7533495,0,2.411257406,0,1.661236221,0,Good,Good
24940,3,0.917914282,-142.8931886,265.4411979,-133.4002899,78.34671165,100.8059946,-90.85833196,-221.7027477,-45.87174164,44.64560214,0.501115888,1.092681346,1.177062224,1.237897213,1.451033241,242.9329924,220.9712542,-0.504831351,-0.20928431,333.5761286,1,6.872861184,0,7.1198895,0,Good,Good
24942,2,-432.1607317,-439.4946479,657.0913072,-54.38046814,-103.5424009,233.0106883,-130.4929479,-203.0535864,-157.564341,-32.39605878,2.161537992,3.265560672,3.155939338,3.211481824,3.298791832,254.5185572,226.495233,-0.347838351,-0.104620241,438.9640961,1,28.78297202,1,20.98185584,0,Good,Good
24946,1,8.159808957,-162.2761685,-331.7230548,-112.4900633,118.9479693,224.1180506,-107.6609887,368.3916396,-256.2326818,-26.35203934,0.569797812,1.338858609,1.403533121,1.608927872,2.196038657,16.48739738,18.89469534,-3.573337217,-4.038074269,516.7777513,1,16.18355735,0,5.867051491,0,Outlier,Outlier
24948,5,-462.9078655,261.2742543,212.4148621,1329.867874,134.8844446,434.0484808,770.7888441,-871.7386851,-45.05906178,-46.79548616,1.86407657,2.074819701,5.051264159,5.772358726,6.429345474,22.1137683,36.83740563,-3.497095716,-3.698109706,460.0638119,1,200.6793716,1,18.65192754,0,Outlier,Good_water
24952,1,223.3362125,-271.6279071,-58.94763536,118.2995907,29.14325944,-95.16622462,81.73521037,145.2596585,30.10787904,26.0608768,1.233200471,1.292399996,1.308936606,1.346864799,1.427198866,195.1625617,109.01421,-1.15215614,-2.330559578,144.3890738,0,7.235349294,0,7.661727668,0,Good,Good
24954,2,-678.4356417,-354.8233529,157.0535943,127.1506533,119.5468804,-192.1415978,135.4992807,122.9178871,-30.35947571,-4.734312938,2.684918807,2.832873685,2.781863128,2.830541379,2.836578462,215.4301213,137.6464982,-0.877515666,-1.78805718,267.7631667,0,27.14889312,0,4.50831176,0,Good,Good
24958,2,-869.7305352,-642.2135546,533.0083157,-4.398422927,100.6525647,154.8869762,-4.10768926,51.8536197,-31.63910285,13.08170221,3.791409458,4.369092806,4.201893666,4.135789501,4.102979083,270.4767731,222.0429692,-0.131592682,-0.188978284,357.2105382,1,38.46196561,1,15.90329534,0,Good,Good
24960,2,-541.9734116,-459.3506264,297.3181155,-46.54391834,96.16219519,220.3450631,186.8791777,57.58556421,8.287538356,-162.6003968,2.491441888,2.791518924,2.700980573,2.813112119,2.846945883,263.5672932,209.1361152,-0.225221262,-0.433527346,386.2583951,1,38.70341426,1,24.67456409,0,Good,Good
24964,1,184.8687436,25.75307136,-217.577265,-5.711026303,75.86587573,-17.61606946,-33.01444288,-71.66892883,-54.64713897,-13.39161952,0.654567924,1.039070938,1.030308473,1.013855235,1.05013111,214.3272756,128.4606653,-0.892460043,-1.96210322,140.4837407,0,2.414196854,0,3.940476135,0,Good,Good
24966,1,131.3469531,59.18762662,-211.7855103,15.28618549,-37.22019499,-1.467649437,-80.68443447,-154.8528058,-17.48090042,-6.236442804,0.505220678,0.92841626,0.900696152,0.920947117,1.052242591,241.5643145,159.2935133,-0.523377952,-1.377906323,207.6990931,0,4.799545324,0,1.405697802,0,Good,Good
24970,1,242.5355144,-306.5509687,570.3342747,-66.47072174,-179.0681208,35.72093959,2.681536751,-139.1928475,6.186167753,-83.81604206,1.370803039,2.506183104,2.49186354,2.43581565,2.474432733,235.4048348,217.2457396,-0.606843474,-0.279872471,297.1424505,1,9.236606725,0,22.9936989,0,Good,Good
24972,1,268.0084536,-238.3557892,164.4328106,-89.01427019,13.65230859,47.92007953,118.9817195,59.23502963,65.77914965,-2.103133436,1.257792784,1.430144714,1.405883225,1.43983942,1.457261817,243.2329365,215.6435468,-0.500766886,-0.310229578,212.0556955,0,4.903588454,0,7.62298281,0,Good,Good
24976,1,140.4875066,-230.5577862,38.98264418,-97.39594428,96.12198016,16.94556238,6.018032392,-0.576496008,76.21964639,-92.29188973,0.946809224,0.988754715,1.06015774,1.036817757,1.103191891,247.4027323,219.7943886,-0.444263059,-0.231582645,146.5427674,0,3.353197604,0,2.021989011,0,Good,Good
24978,1,239.4982695,-206.3780596,196.4480711,-97.41704041,-19.23372055,-5.27719021,-59.66862497,-44.45150948,74.31188409,-49.57805135,1.108694675,1.349136543,1.338218567,1.322191151,1.352227621,237.7632355,218.8466341,-0.574885394,-0.249539964,213.3635915,0,2.354712588,0,7.347698312,0,Good,Good
24982,3,-228.2647961,-234.1438294,424.2956463,-116.4625172,37.05629351,63.84449311,-107.5370366,43.00048249,8.140525403,-7.466809229,1.146736698,1.941646677,1.908670573,1.911078362,1.899328545,251.6013233,225.8978976,-0.387369034,-0.11593809,247.7786251,0,7.483910798,0,9.794063611,0,Good,Good
24984,1,9.509707313,-182.2010478,460.1807552,24.30032338,-113.5666137,24.81392429,-40.09576717,-55.35150288,-26.27838318,25.64077828,0.639822184,1.794296585,1.76632607,1.731847476,1.730336544,248.7022406,225.1677429,-0.426653757,-0.129772495,291.186249,1,7.39944832,0,9.104202228,0,Good,Good
24988,1,666.5727796,-28.66584631,-102.5605228,37.71348376,27.31472859,-12.14135884,-11.30609978,12.06116989,-2.629516705,22.46915644,2.339733987,2.446716433,2.35048046,2.295442832,2.27591291,198.9040451,193.9251163,-1.101456263,-0.72173356,125.685949,0,5.278072835,0,1.562404701,0,Outlier,Outlier
24990,1,129.360551,-1.464493854,-222.2343904,51.6563173,64.60492039,-27.72411816,51.16738907,-22.5782069,27.4867306,18.53704404,0.453677635,0.932060898,0.938355646,0.93712761,0.938220148,89.13578199,86.85186467,-2.588897691,-2.750474514,134.2696104,0,2.555474994,0,1.632971049,0,Good,Good
24994,1,407.3223202,230.7428408,54.49780852,-33.62292579,-111.033289,-85.14215862,-23.33624096,-162.5687452,-126.0337127,-82.65281401,1.641693652,1.708287007,1.686075731,1.673108102,1.81736064,226.2131824,206.451663,-0.731397185,-0.484390266,199.0154405,0,4.524113233,0,5.963404014,0,Good,Good
24996,3,-98.43418941,94.25226994,-217.1023182,-237.963848,-155.2402651,-110.7518774,75.20360178,-88.22522306,34.0437611,-34.69681786,0.477921031,0.929108667,1.329303727,1.374912393,1.403657339,180.5504977,94.31789306,-1.350160452,-2.609013997,299.6055388,1,3.149270702,0,40.15765366,1,Good,tbd
25002,3,-49.91127565,-2.516049831,-164.6325566,-52.47361618,135.2938872,-43.42378547,29.84925785,-30.56424005,7.044485074,-9.899949053,0.175253811,0.62361861,0.781870568,0.783973149,0.784569195,149.2783989,104.9021639,-1.773920598,-2.40847144,196.698917,0,0.911416057,0,1.425286754,0,Good,Good
25012,3,-58.53487378,-76.74006565,-94.78282396,-50.06498507,-1.773664314,41.94216245,2.235375565,-26.92854182,30.33044823,-36.2674144,0.338468081,0.490319132,0.501105274,0.509540683,0.536928571,279.7887624,230.9135122,-0.005408317,-0.020906113,115.1981888,0,0.608363007,0,0.903766828,0,Good,Good
25014,1,227.9195683,-98.35581318,-144.2857931,-8.333044883,17.76226718,17.05395835,31.94414273,7.124026685,-1.341055115,-18.07277891,0.870528,1.040713641,0.999735037,0.983728278,0.976853446,254.2501543,221.3608986,-0.351475409,-0.201901629,162.4034276,0,2.093253521,0,0.919204596,0,Good,Good
