,S62343,S62284,S62566,S62500,S62583,S62421,S62554,S62434,S62338,S62393,S62549,S62355,S62398,S62542,S62524,S62543,S62272,S62254,S62561,S62535,S62488,S62571,S62501,S62511,S62487,S62591,S62260,S62553,S62379,S62333,S62319,S62439,S62321,S62368,S62507,S62555,S62482,S62536,S62477,S62279,S62278,S62326,S62475,S62320,S62573,S62572,S62375,S62392,S62356,S62416,S62512,S62548,S62596,S62506,S62441,S62590,S62523,S62537,S62271,S62345,S62565,S62374,S62415,S62517,S62595,S62440,S62349,S62283,S62380,S62481,S62585,S62547,S62285,S62337,S62259,S62381,S62560,S62584,S62525,S62435,S62351,S62476,S62429,S62277,S62541,S62505,S62422,S62325,S62397,S62399,S62332,S62513,S62261,S62518,S62350,S62273,S62567,S62253,S62373,S62339
S62475,0.857214324,0.728454018,0.45488807,0.793036714,0.928962137,0.831722539,0.817568443,0.92231894,0.150632215,0.727159977,0.493998274,0.71450993,0.746308007,0.935757628,0.893458918,0.825810204,0.790439787,0.850000825,0.854782587,0.809276483,0.833271934,0.834135374,0.908810404,0.885003885,0.864294924,0.205786693,0.918036602,0.558828435,0.742626429,0.865936142,0.532866728,0.834112973,0.872282383,0.848667427,0.934266659,0.861600598,0.517768215,0.81859808,0.841523495,0.747439046,0.823750387,0.853406653,1,0.921147252,0.904720945,0.80769131,0.663119682,0.658233636,0.303918748,0.470033059,0.894712262,0.660848768,0.829791995,0.774120853,0.802544489,0.757458018,0.909501737,0.541537367,0.933176533,0.69328535,0.047419841,0.681834568,0.241238018,0.737706681,0.837708625,0.816139508,0.942179548,0.226577706,0.817880255,0.825006694,0.809601089,0.736001175,0.813002621,0.52646401,0.867230652,0.808657686,0.631494747,0.822609751,0.833035384,0.805481234,0.054919725,0.949659058,0.872155554,0.924376805,0.829593285,0.931568048,0.46444171,0.770533422,0.887020412,0.794070765,0.925315012,0.907255965,0.881687256,0.61240921,0.836463019,0.884938904,0.843818727,0.888685582,0.842673261,0.528615158
S62320,0.831105639,0.804001082,0.44207616,0.660457386,0.836847203,0.807460706,0.766228534,0.842315869,0.223875388,0.636252129,0.402718978,0.639583724,0.752755084,0.897839537,0.846259654,0.775172358,0.706352352,0.871785433,0.78950176,0.85894108,0.756932232,0.784019867,0.902253342,0.784466997,0.878477467,0.237787167,0.889722939,0.596918279,0.753283468,0.741893897,0.466918235,0.82916578,0.815296056,0.74066761,0.886062429,0.77774894,0.549443693,0.757023021,0.827908783,0.621184997,0.728083373,0.863796511,0.921147252,1,0.891589076,0.789258374,0.632690075,0.726556103,0.288124762,0.478497349,0.788894809,0.518043042,0.71759804,0.784360375,0.823684531,0.744188359,0.863566619,0.451539677,0.874842163,0.699477229,0.026307071,0.585348562,0.182911959,0.747693681,0.716983642,0.777431178,0.877003737,0.324578016,0.809265682,0.841332311,0.749067121,0.610164992,0.870197901,0.573902612,0.816299044,0.738046838,0.50116129,0.700512418,0.820831206,0.71414332,0.089063879,0.873952746,0.80118067,0.844609348,0.820000614,0.867764476,0.37811164,0.76490852,0.874924921,0.797185118,0.871849549,0.787810935,0.816639869,0.665453027,0.734815774,0.855613401,0.81450604,0.855573972,0.771226462,0.543828838
S62573,0.861935945,0.732143427,0.435625818,0.709327299,0.911960441,0.855892087,0.844917895,0.893165562,0.262918434,0.721280057,0.388883428,0.680091097,0.733536628,0.93594773,0.8760862,0.873675644,0.776337788,0.851787383,0.801204452,0.827781758,0.826800603,0.905327518,0.877643036,0.841640492,0.864418484,0.188836347,0.875395176,0.552280279,0.696488692,0.794655379,0.424057583,0.859118685,0.843564037,0.83467811,0.902836098,0.849489176,0.490355614,0.796510839,0.843210902,0.682172072,0.758196556,0.842366391,0.904720945,0.891589076,1,0.826419265,0.67945163,0.660563228,0.31132853,0.485908329,0.842825735,0.505867195,0.773969616,0.792784353,0.767412941,0.725853515,0.902456757,0.400793902,0.929115935,0.763843674,0.00720047,0.751323165,0.272398228,0.746909977,0.748765043,0.801534329,0.890646697,0.224609945,0.777255022,0.824943319,0.775981206,0.708355126,0.797705221,0.47241825,0.840838229,0.82308862,0.536452532,0.824027925,0.730656721,0.796293489,0.061763097,0.877340929,0.885448542,0.875131902,0.825541306,0.948101944,0.444153266,0.777221493,0.911036757,0.807162491,0.916223507,0.825237279,0.822094735,0.61539996,0.831943027,0.852103981,0.851432686,0.870712408,0.847700175,0.547099041
S62572,0.843553704,0.634880885,0.559028272,0.670031294,0.797965719,0.808152563,0.771245363,0.784714458,0.267683258,0.619461655,0.553532976,0.62108897,0.825859352,0.824135415,0.7624737,0.81763723,0.751434679,0.814132225,0.705523828,0.754192649,0.632269041,0.836033646,0.77078849,0.658359448,0.778927233,0.194998645,0.805474603,0.65077894,0.57976777,0.766308601,0.500513716,0.795527149,0.680406284,0.804941175,0.810234131,0.778150218,0.607278162,0.717890954,0.825544512,0.604527676,0.589372043,0.738971093,0.80769131,0.789258374,0.826419265,1,0.645927793,0.573456033,0.397420855,0.59828395,0.693910266,0.479723774,0.645110909,0.695909859,0.679554896,0.571388352,0.809247542,0.284433158,0.843062181,0.748805174,0.231781722,0.615680578,0.321367976,0.731589353,0.655152027,0.781886072,0.798320904,0.302188787,0.723460675,0.786665573,0.800442217,0.70102294,0.712763603,0.380153616,0.77478811,0.731840233,0.478376504,0.70737123,0.755102955,0.691317282,0.154126862,0.818312719,0.837073661,0.7631408,0.861813756,0.801767897,0.401009406,0.741127537,0.821537471,0.83580089,0.779320655,0.689125278,0.772028251,0.544545976,0.730537031,0.846572682,0.772509589,0.791514446,0.840249568,0.472429217
S62375,0.638637726,0.677690504,0.162787776,0.610696223,0.606946955,0.584427084,0.606560601,0.567312074,0.441753497,0.642398912,0.093474954,0.607514818,0.45686631,0.664484057,0.630571089,0.604961554,0.654497261,0.53631923,0.496199718,0.539423282,0.571658328,0.708458104,0.766466643,0.599456721,0.727856698,0.331273183,0.542743805,0.4632976,0.423439417,0.495048698,0.458549574,0.500035877,0.587800191,0.591252184,0.722352278,0.596558786,0.166366875,0.501531154,0.693819977,0.427090702,0.472540717,0.659405169,0.663119682,0.632690075,0.67945163,0.645927793,1,0.654800132,0.428482205,0.468492875,0.61118602,0.315642145,0.454952891,0.716579648,0.469509436,0.660835386,0.578137104,0.118688142,0.63904293,0.593047234,-0.078544392,0.504181488,0.437719686,0.530544641,0.487968283,0.470889178,0.604980354,0.226669963,0.50662158,0.67796453,0.465302758,0.442356199,0.624407066,0.578801541,0.497564223,0.666444002,0.389428259,0.532980763,0.498686238,0.47247009,0.282419504,0.6796337,0.609105688,0.613981581,0.586730424,0.710306965,0.301249623,0.660644211,0.563324071,0.47271711,0.611322013,0.650517237,0.54774275,0.575721394,0.559672301,0.661210395,0.702767255,0.512735693,0.693869763,0.623532317
S62392,0.611956088,0.729935278,0.34179491,0.399704789,0.478685912,0.569644206,0.57485381,0.486713603,0.303577287,0.41433421,0.119632327,0.468984058,0.552247051,0.641005147,0.572776896,0.571694151,0.622960252,0.596554254,0.474631684,0.748064538,0.426877583,0.587093261,0.7319579,0.438134076,0.682814706,0.567594917,0.626128829,0.611289674,0.489864606,0.40574534,0.329042158,0.590298999,0.506470535,0.497231742,0.696904126,0.528928504,0.374914528,0.459180076,0.713525771,0.269036665,0.371559287,0.707523595,0.658233636,0.726556103,0.660563228,0.573456033,0.654800132,1,0.259836672,0.526494697,0.437007671,0.139674435,0.330121783,0.715253431,0.637042474,0.596864822,0.602512107,0.140019736,0.636848749,0.595815281,0.016032557,0.397618833,0.115431601,0.553110829,0.36059001,0.542219574,0.530847871,0.309181199,0.574626136,0.754096021,0.496996459,0.286362247,0.660879416,0.513619004,0.542875767,0.578841835,0.176367091,0.38244388,0.59060334,0.369748462,0.135508383,0.658961543,0.484547982,0.525604489,0.639554683,0.58894061,0.21621644,0.73770869,0.598767796,0.56731982,0.588500414,0.475457751,0.444260848,0.598093053,0.409176471,0.660073964,0.576213355,0.556281821,0.622353677,0.511410871
S62356,0.312956277,0.293602138,-0.024045105,0.413199536,0.341142424,0.421425418,0.23396721,0.302839575,0.441892036,0.458172132,0.202605014,0.420725514,0.294263174,0.263121879,0.340960345,0.227437593,0.310758106,0.347192741,0.415864848,0.217789978,0.25831062,0.418567662,0.303093005,0.268054415,0.344681308,0.310259372,0.157325293,0.307567089,0.036024456,0.25772249,0.702377539,0.242066344,0.253407455,0.326388519,0.31502971,0.232615661,0.223053185,0.265124133,0.376499959,0.193399941,0.147725249,0.352728577,0.303918748,0.288124762,0.31132853,0.397420855,0.428482205,0.259836672,1,0.315252211,0.288290881,0.17822524,0.172125982,0.339932655,0.12000749,0.24962293,0.249736234,0.060974403,0.311643521,0.287393458,0.276797976,0.207988839,0.327107221,0.33430118,0.140977657,0.329418578,0.332991768,0.387076411,0.215321879,0.266381937,0.279448275,0.439984622,0.234893672,0.301976795,0.17206746,0.452921208,0.427591273,0.243225725,0.306016826,0.230806583,0.531744431,0.319890234,0.34244523,0.25338505,0.340252001,0.365674558,0.529274403,0.33000395,0.212965393,0.221699388,0.229945222,0.306360147,0.410409484,0.228830666,0.251627487,0.387872171,0.359834365,0.213915183,0.340967007,0.438265893
S62416,0.635535989,0.455513758,0.527499771,0.415977725,0.354640785,0.47289626,0.508456485,0.348329833,0.389791383,0.21388818,0.371337982,0.306182601,0.695163487,0.445299077,0.363474225,0.581358835,0.581879533,0.508896179,0.29235152,0.567806251,0.12149993,0.548517415,0.497316301,0.19081781,0.532303916,0.265669742,0.510581197,0.742376954,0.195222282,0.4470755,0.23955866,0.519794919,0.213629776,0.523959015,0.562550649,0.480014422,0.548395126,0.346537647,0.697334295,0.227856111,0.122592266,0.553001479,0.470033059,0.478497349,0.485908329,0.59828395,0.468492875,0.526494697,0.315252211,1,0.221200882,0.044840489,0.213063171,0.646863594,0.366340746,0.239292255,0.47253411,-0.143907059,0.52812659,0.709282497,0.357039167,0.236848395,0.261008868,0.587299225,0.275120888,0.519714155,0.366549538,0.366376795,0.451406542,0.672183112,0.573990497,0.345499284,0.445813273,0.23653577,0.455206226,0.455792225,0.014415313,0.329845796,0.539364513,0.254095876,0.084107151,0.582409099,0.51116806,0.419519449,0.734749419,0.400723358,-0.021020479,0.694921824,0.519453868,0.64807615,0.4345585,0.269233321,0.302471768,0.537944921,0.317809113,0.622995859,0.462732307,0.447556096,0.6982105,0.369665931
S62512,0.721063354,0.601548042,0.203916274,0.833616982,0.949305954,0.781646403,0.750187873,0.934798489,0.074522411,0.832687235,0.398173617,0.750991136,0.52633871,0.888920476,0.862942486,0.74061955,0.677164011,0.737630805,0.865702417,0.582696124,0.949793131,0.784928188,0.796156241,0.986748571,0.724490447,-0.001570147,0.773058061,0.236867534,0.684853002,0.832540009,0.545148773,0.716171398,0.93601788,0.803056783,0.81039248,0.815687913,0.270754071,0.806472971,0.622734339,0.866022782,0.937623867,0.687274671,0.894712262,0.788894809,0.842825735,0.693910266,0.61118602,0.437007671,0.288290881,0.221200882,1,0.774905043,0.930989191,0.570594876,0.693663495,0.750997088,0.82759311,0.555285674,0.839330556,0.511332848,-0.082866577,0.802210722,0.291000191,0.591059258,0.888615022,0.698830937,0.920079519,0.042495945,0.705654989,0.586077216,0.642329304,0.76080898,0.69101877,0.376840552,0.77775594,0.809097886,0.81842385,0.89053155,0.644032642,0.883781524,0.060743766,0.796363367,0.858217886,0.917015409,0.626546892,0.932898284,0.618574142,0.583826921,0.773206361,0.612290849,0.880643727,0.970644249,0.888867956,0.421184064,0.888616295,0.704111804,0.789780411,0.808194579,0.688996747,0.417297694
S62548,0.541438281,0.318679303,0.298566334,0.6237835,0.721958333,0.577290041,0.626199431,0.768935073,-0.229830123,0.649394421,0.647533993,0.727801046,0.435577399,0.626907909,0.64892594,0.573462245,0.564876002,0.581298643,0.707928225,0.384901146,0.692535846,0.543495532,0.461688228,0.754275275,0.376170873,-0.130420474,0.618128753,0.041600062,0.531820032,0.735059075,0.443075876,0.582516954,0.728036753,0.681658503,0.497661678,0.718278799,0.295667342,0.734809452,0.342461001,0.731229244,0.78774506,0.330448698,0.660848768,0.518043042,0.505867195,0.479723774,0.315642145,0.139674435,0.17822524,0.044840489,0.774905043,1,0.806878778,0.204553945,0.450324676,0.458663391,0.684454666,0.659003052,0.65527825,0.198944161,0.075554966,0.626080693,0.344164286,0.372234863,0.765497725,0.575441813,0.696080157,-0.101578645,0.632943641,0.362310818,0.571614756,0.744394383,0.35880848,0.098860664,0.705989634,0.568134799,0.785664515,0.775940725,0.498532197,0.796686576,0.019630298,0.608622629,0.660949967,0.710889337,0.386936632,0.610517114,0.532847307,0.290492795,0.602391944,0.473715918,0.678621451,0.756670981,0.763726117,0.021289501,0.771608834,0.491282298,0.58852078,0.689697011,0.465585939,0.033821761
S62596,0.652283942,0.489743926,0.30212336,0.795997906,0.89807597,0.70680787,0.759747474,0.908846781,-0.070427814,0.739873356,0.500808233,0.66237731,0.546162143,0.841949728,0.801591841,0.75052914,0.666306086,0.70768595,0.804428686,0.53473793,0.874309134,0.696118817,0.677529502,0.929308385,0.59783712,-0.138728263,0.770786524,0.185596991,0.643203844,0.887091825,0.429777711,0.741969429,0.915482683,0.793268682,0.716150852,0.810952461,0.298179948,0.840738947,0.533551177,0.935811306,0.957789724,0.571037951,0.829791995,0.71759804,0.773969616,0.645110909,0.454952891,0.330121783,0.172125982,0.213063171,0.930989191,0.806878778,1,0.475668215,0.706859806,0.656879619,0.834051453,0.570497653,0.826315549,0.49748733,-0.041579711,0.801206501,0.197243144,0.558267846,0.922735149,0.678152697,0.856778969,-0.081900806,0.708956771,0.520257488,0.662558492,0.737396089,0.614875019,0.193286554,0.820189345,0.754296218,0.783818761,0.919410559,0.612419855,0.908720077,-0.069295233,0.739509205,0.827124317,0.911473061,0.600393538,0.84647977,0.544002053,0.502637073,0.774658052,0.631913773,0.882645296,0.888812004,0.818085071,0.296619794,0.898720659,0.6199908,0.665099855,0.814254017,0.655949147,0.242964911
S62506,0.707291277,0.725817504,0.416723244,0.580490519,0.667187645,0.621167111,0.648707162,0.617957442,0.425860717,0.461470744,0.197728115,0.436163594,0.691770659,0.720736401,0.648779142,0.668019504,0.694515794,0.669030785,0.548911865,0.752890055,0.52993023,0.676712499,0.861255891,0.570712557,0.884512399,0.340962005,0.728094639,0.709693411,0.558030888,0.582477844,0.425639775,0.627468173,0.598375986,0.646555607,0.871939379,0.610440861,0.460785771,0.54113898,0.893318011,0.462057075,0.475237317,0.858423836,0.774120853,0.784360375,0.792784353,0.695909859,0.716579648,0.715253431,0.339932655,0.646863594,0.570594876,0.204553945,0.475668215,1,0.699325044,0.678027327,0.678613188,0.200494931,0.756086993,0.832635469,0.054734226,0.405838742,0.160947177,0.663508221,0.507112265,0.605340914,0.702732794,0.37937271,0.683163767,0.845168439,0.673773308,0.428574059,0.798916073,0.634615431,0.618407654,0.672639213,0.235394288,0.523871175,0.705083416,0.44709574,0.11746082,0.798015898,0.665677309,0.69439849,0.820214128,0.759020444,0.182940199,0.783751501,0.707819249,0.676976967,0.69445418,0.606041113,0.585896987,0.764728485,0.522247589,0.839944512,0.689711789,0.63324825,0.817377464,0.676938774
S62441,0.652476749,0.73688137,0.374879841,0.58310244,0.730812452,0.664486506,0.678716119,0.754778028,0.170990103,0.486839189,0.295198557,0.455410219,0.659416638,0.813402772,0.742981632,0.702032571,0.563920732,0.748700012,0.677557164,0.794898735,0.650250393,0.577018788,0.743005968,0.683840807,0.712146745,0.18382037,0.831486549,0.513784036,0.778129383,0.698668746,0.3057587,0.759089481,0.797600405,0.60890688,0.774521164,0.671965746,0.392550542,0.746891236,0.64456405,0.662187957,0.735157443,0.770517688,0.802544489,0.823684531,0.767412941,0.679554896,0.469509436,0.637042474,0.12000749,0.366340746,0.693663495,0.450324676,0.706859806,0.699325044,1,0.748006739,0.79882953,0.456080422,0.777678875,0.607209602,-0.161054697,0.518924049,-0.115488126,0.682738729,0.753591918,0.656376306,0.786316721,0.253063762,0.680931222,0.687852032,0.638671677,0.444879403,0.832383412,0.472484563,0.791549286,0.60297546,0.438443937,0.630567965,0.77225142,0.642517921,-0.002300403,0.701254618,0.679300336,0.793113659,0.71074732,0.752295708,0.26735548,0.701658547,0.790033287,0.708791198,0.816267141,0.669910705,0.677577644,0.621565776,0.660654184,0.684695886,0.587334083,0.791903816,0.667221907,0.497421751
S62590,0.559192232,0.737867508,0.055363112,0.60001621,0.700033897,0.66959357,0.608926757,0.699718895,0.274346689,0.660009603,0.071483124,0.538583663,0.417131758,0.787357836,0.721220105,0.59114227,0.508206391,0.637108459,0.663659906,0.59110235,0.732422949,0.579369372,0.762674985,0.74782245,0.716369986,0.162255241,0.653578608,0.302722801,0.714121987,0.553698358,0.403333989,0.589325721,0.818722119,0.552338664,0.737935265,0.608494514,0.126045903,0.638311679,0.574453254,0.637187648,0.723668541,0.694744291,0.757458018,0.744188359,0.725853515,0.571388352,0.660835386,0.596864822,0.24962293,0.239292255,0.750997088,0.458663391,0.656879619,0.678027327,0.748006739,1,0.674353377,0.370023043,0.670712212,0.509975237,-0.318794974,0.551809784,0.090360847,0.570135709,0.672779787,0.497933838,0.771134185,0.169162957,0.580495878,0.580309745,0.427058661,0.404631881,0.820137002,0.576430817,0.62103628,0.674146593,0.536828767,0.612910083,0.577641649,0.615029521,0.127389398,0.63278289,0.631586505,0.738552038,0.539197298,0.774816417,0.410950385,0.595875325,0.632953883,0.487213688,0.73225014,0.718224941,0.658136325,0.596056655,0.647614729,0.592555154,0.641113068,0.649740515,0.587046211,0.579181288
S62523,0.891721712,0.705137093,0.570619007,0.712399029,0.881741784,0.861427467,0.932854522,0.940536196,0.089054113,0.67329346,0.613096253,0.733233749,0.798756691,0.92016515,0.896757405,0.935888318,0.830378049,0.901499592,0.821985155,0.853431391,0.750917091,0.863690708,0.808456983,0.807451462,0.739997255,0.128280587,0.950264853,0.53220616,0.73114937,0.882137441,0.36788884,0.950644815,0.865419672,0.88839594,0.842685013,0.943581049,0.555523866,0.911747452,0.769270927,0.734637237,0.798431794,0.760590928,0.909501737,0.863566619,0.902456757,0.809247542,0.578137104,0.602512107,0.249736234,0.47253411,0.82759311,0.684454666,0.834051453,0.678613188,0.79882953,0.674353377,1,0.48202943,0.966295359,0.693502281,0.036531976,0.730545215,0.261737612,0.793486242,0.841515429,0.880845172,0.889383056,0.130142443,0.818310342,0.824662481,0.848837856,0.76924406,0.740913066,0.344432399,0.97217814,0.766595548,0.59689978,0.888725786,0.813820172,0.899184519,-0.006997791,0.897793564,0.890841872,0.894592589,0.826575581,0.865396885,0.412707735,0.760535599,0.955641713,0.874232514,0.967990933,0.805980428,0.837828972,0.472318068,0.905674744,0.834148091,0.831899701,0.973894442,0.837034051,0.354418031
S62537,0.328689474,0.220537271,0.281575705,0.355347857,0.579893517,0.340123062,0.322882664,0.561803336,-0.280762472,0.462065163,0.402089141,0.408052722,0.327327537,0.49007079,0.513134175,0.289412072,0.275943889,0.455349029,0.507594422,0.378167255,0.575914847,0.287630041,0.383613,0.581150276,0.358009146,0.017921734,0.515909168,0.056829184,0.605720071,0.500479353,0.364927486,0.360847215,0.554385183,0.384535418,0.389708379,0.417690737,0.356972577,0.491760525,0.292216943,0.46613558,0.590476679,0.300244473,0.541537367,0.451539677,0.400793902,0.284433158,0.118688142,0.140019736,0.060974403,-0.143907059,0.555285674,0.659003052,0.570497653,0.200494931,0.456080422,0.370023043,0.48202943,1,0.494079709,0.075450989,-0.015467886,0.330893925,-0.00343716,0.216933377,0.513618138,0.329216041,0.555510074,0.041853016,0.546080806,0.291069728,0.481166614,0.448751596,0.358406725,0.258564423,0.525657726,0.307907212,0.496526572,0.438979394,0.508480673,0.461196399,0.11209703,0.438432163,0.407069498,0.476217586,0.248100566,0.464254441,0.344655173,0.080212454,0.481153958,0.349468938,0.488675042,0.557271788,0.634477213,0.088905581,0.452643798,0.398144593,0.369337117,0.490934985,0.241705267,0.131749955
S62271,0.899091451,0.692597667,0.59561783,0.764662686,0.914738747,0.857785507,0.912588574,0.931991841,0.119617171,0.703398175,0.609987521,0.742172363,0.838906158,0.922705375,0.87636171,0.917961658,0.866597789,0.89262264,0.834521528,0.842277402,0.771225189,0.886983095,0.84921855,0.828720074,0.806205241,0.181176453,0.936989356,0.5767784,0.682004769,0.892619428,0.468254698,0.912527465,0.854516094,0.912970594,0.881778172,0.929599789,0.59955869,0.870438019,0.850338723,0.737029893,0.780610239,0.787552403,0.933176533,0.874842163,0.929115935,0.843062181,0.63904293,0.636848749,0.311643521,0.52812659,0.839330556,0.65527825,0.826315549,0.756086993,0.777678875,0.670712212,0.966295359,0.494079709,1,0.756723323,0.143940868,0.726410866,0.295246012,0.758197874,0.813410002,0.865780128,0.897884162,0.15548681,0.854296084,0.860441662,0.892671258,0.80108697,0.753088567,0.36010089,0.943318866,0.829770099,0.59866455,0.877064469,0.807899765,0.85407625,0.042209622,0.932315281,0.912711032,0.908752233,0.87216561,0.903277311,0.442138325,0.767665253,0.952235562,0.880584066,0.953081583,0.835175935,0.864567793,0.489627881,0.877439209,0.899594733,0.846522743,0.941413718,0.878733561,0.403724127
S62345,0.740536956,0.58771672,0.549122778,0.599544008,0.641284275,0.625086874,0.700778545,0.609873955,0.378187922,0.390893512,0.369548036,0.427073169,0.799239223,0.688428578,0.561954687,0.749452029,0.741789027,0.669686654,0.523835254,0.700205494,0.439843074,0.719950457,0.750150109,0.497046489,0.776650692,0.312639533,0.700426378,0.737706984,0.41006058,0.646718491,0.360347961,0.696898967,0.516914367,0.735928454,0.774350587,0.657918759,0.578667247,0.569016332,0.844834767,0.506429891,0.431927285,0.75770836,0.69328535,0.699477229,0.763843674,0.748805174,0.593047234,0.595815281,0.287393458,0.709282497,0.511332848,0.198944161,0.49748733,0.832635469,0.607209602,0.509975237,0.693502281,0.075450989,0.756723323,1,0.279813767,0.458406051,0.176523423,0.686389695,0.508137949,0.652584598,0.634101724,0.294474661,0.675024855,0.79543313,0.75240853,0.517923294,0.674751943,0.388904991,0.640731523,0.670119217,0.195741704,0.587306766,0.66302621,0.515823696,-0.009309882,0.755597671,0.737770621,0.680186078,0.886880731,0.697249766,0.171120231,0.767074268,0.73046563,0.778374357,0.68190294,0.522531855,0.5211176,0.622469492,0.552130789,0.804737855,0.653844076,0.657347541,0.875068005,0.510342833
S62565,0.209213352,-0.197663171,0.496310541,0.13678086,0.052742925,0.079664403,0.064736221,0.003468795,-0.068232188,-0.055443495,0.58858621,0.119767916,0.420697049,-0.070606346,-0.088006498,0.097018986,0.277124388,0.127486577,0.11735905,0.066500416,-0.148174473,0.170373763,0.001224311,-0.091349117,0.072833934,0.186579347,0.061848613,0.302024436,-0.297857586,0.178873307,0.349989073,0.121581351,-0.1910986,0.261109773,0.04244554,0.095980624,0.618856213,-0.012517705,0.291852439,-0.013645459,-0.157307698,0.016598807,0.047419841,0.026307071,0.00720047,0.231781722,-0.078544392,0.016032557,0.276797976,0.357039167,-0.082866577,0.075554966,-0.041579711,0.054734226,-0.161054697,-0.318794974,0.036531976,-0.015467886,0.143940868,0.279813767,1,0.032398933,0.24564029,0.096546837,-0.135816173,0.262854421,-0.03004513,0.039832435,0.218696225,0.172123031,0.399062368,0.347447443,-0.140162661,-0.249558341,0.068024407,0.186390268,0.030954121,0.051296356,0.134994374,-0.002661214,0.046407974,0.191577454,0.152464372,0.032442652,0.306278314,-0.024808375,0.208291969,0.069514969,0.085789992,0.28035521,-0.026685742,-0.02668231,0.099154669,-0.199972582,-0.048243806,0.291325315,0.053217183,0.043427534,0.225791461,-0.154063059
S62374,0.619699215,0.444692519,0.241103621,0.647546717,0.764469108,0.683434595,0.741917921,0.778519949,0.019849887,0.762391344,0.393609221,0.624940094,0.429032945,0.751420295,0.70114212,0.733243799,0.64701505,0.585100534,0.664643506,0.457034996,0.814689207,0.739774748,0.60267562,0.807987104,0.531345792,-0.048798941,0.603534531,0.099839234,0.466763632,0.725272663,0.363715752,0.678322651,0.762643136,0.715652215,0.63342996,0.756558209,0.181296688,0.691440597,0.475536471,0.762928835,0.795983616,0.469508046,0.681834568,0.585348562,0.751323165,0.615680578,0.504181488,0.397618833,0.207988839,0.236848395,0.802210722,0.626080693,0.801206501,0.405838742,0.518924049,0.551809784,0.730545215,0.330893925,0.726410866,0.458406051,0.032398933,1,0.345763842,0.493944132,0.698204016,0.623067481,0.693844331,-0.163194497,0.583405355,0.475724548,0.519405034,0.6722168,0.448962803,0.122341257,0.677126226,0.750283298,0.668651208,0.840272532,0.42671049,0.828644561,-0.021477227,0.637417906,0.747501818,0.743936195,0.495935524,0.774970626,0.579039689,0.493083716,0.667731517,0.520752979,0.756579801,0.772880495,0.663212105,0.196209886,0.823002711,0.535413811,0.663065628,0.67192807,0.597558735,0.200184427
S62415,0.391082791,0.214551681,0.170653267,0.301674477,0.255787854,0.324573493,0.389317575,0.286503899,0.126802576,0.424293235,0.312631323,0.528774882,0.186616897,0.239947574,0.24525685,0.328034445,0.483815191,0.253180445,0.246121735,0.156850409,0.243924015,0.470222073,0.29046172,0.275435134,0.224317213,0.055774456,0.19130006,0.124399451,0.073316377,0.288319577,0.279705176,0.260021205,0.180469128,0.435609943,0.21918406,0.426374218,0.129190004,0.304685662,0.284366084,0.13174181,0.161003852,0.12459238,0.241238018,0.182911959,0.272398228,0.321367976,0.437719686,0.115431601,0.327107221,0.261008868,0.291000191,0.344164286,0.197243144,0.160947177,-0.115488126,0.090360847,0.261737612,-0.00343716,0.295246012,0.176523423,0.24564029,0.345763842,1,0.257478795,0.185093879,0.341539028,0.218047003,0.062867057,0.296203681,0.322015065,0.250522065,0.463417611,0.105657514,0.084529133,0.236415501,0.351874105,0.311366878,0.367457428,0.111340409,0.347513088,0.238836192,0.358643872,0.377198988,0.227634578,0.209069874,0.277728025,0.315960891,0.19407935,0.232445808,0.17408223,0.243478532,0.325645818,0.270740554,-0.013633624,0.34385951,0.341255236,0.493400807,0.241018562,0.293735412,0.09211447
S62517,0.808627346,0.673659801,0.441714867,0.626678782,0.666955701,0.754914237,0.768597421,0.705652375,0.341505551,0.524155286,0.471951334,0.502532608,0.742023673,0.731134971,0.680910333,0.807375873,0.659754344,0.796998357,0.634802215,0.759375801,0.504187495,0.745457541,0.697908966,0.563165672,0.67441022,0.218451457,0.78204409,0.681673223,0.530628666,0.684273356,0.342114043,0.829007552,0.638091599,0.732417397,0.717602286,0.74911733,0.537172671,0.72580668,0.698538063,0.523283082,0.542573208,0.744632683,0.737706681,0.747693681,0.746909977,0.731589353,0.530544641,0.553110829,0.33430118,0.587299225,0.591059258,0.372234863,0.558267846,0.663508221,0.682738729,0.570135709,0.793486242,0.216933377,0.758197874,0.686389695,0.096546837,0.493944132,0.257478795,1,0.638039537,0.7896974,0.718534347,0.307444022,0.580008249,0.749249647,0.69372436,0.578562974,0.690486302,0.384232087,0.760123977,0.616776111,0.421016992,0.665297386,0.759492208,0.646692829,0.138281185,0.753123352,0.743184805,0.742624569,0.794098973,0.69117358,0.307817448,0.797135303,0.789426812,0.78662421,0.770852325,0.588920524,0.615455079,0.591922906,0.692842533,0.727314759,0.676887615,0.791724651,0.761511688,0.490946433
